,Date,Favourites,Retweets,Timezone,Compound,Positive,Neutral,Negative,Physical Health,Learning and Career,Mental Wellbeing,Finances,Relationships,Travel and Holidays,Five or more favourites
7235,Mon Jan 02 23:52:48 +0000 2017,5,0,Pacific Time (US & Canada),0.6369,0.189,0.811,0.0,0,0,0,0,0,0,1
7236,Mon Jan 02 23:52:45 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7237,Mon Jan 02 23:52:32 +0000 2017,1,0,Pacific Time (US & Canada),0.2263,0.106,0.894,0.0,1,0,0,0,0,0,0
7238,Mon Jan 02 23:52:30 +0000 2017,0,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,1,0,0,0,0,0
7239,Mon Jan 02 23:52:28 +0000 2017,0,0,Pacific Time (US & Canada),0.3612,0.116,0.884,0.0,0,0,0,0,0,0,0
7240,Mon Jan 02 23:52:28 +0000 2017,1,0,Eastern Time (US & Canada),0.5267,0.252,0.748,0.0,1,0,0,0,0,0,0
7241,Mon Jan 02 23:52:25 +0000 2017,0,0,,-0.1027,0.163,0.543,0.293,0,0,0,0,0,0,0
7242,Mon Jan 02 23:52:13 +0000 2017,1,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7243,Mon Jan 02 23:52:08 +0000 2017,1,0,,-0.8481,0.0,0.635,0.365,0,0,0,0,0,0,0
7244,Mon Jan 02 23:52:05 +0000 2017,1,0,Dublin,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7245,Mon Jan 02 23:52:02 +0000 2017,0,0,,-0.296,0.0,0.855,0.145,0,0,1,0,0,0,0
7246,Mon Jan 02 23:51:51 +0000 2017,0,0,Central Time (US & Canada),-0.7269,0.164,0.468,0.368,0,0,0,0,0,0,0
7247,Mon Jan 02 23:51:49 +0000 2017,5,0,Eastern Time (US & Canada),-0.8481,0.0,0.714,0.286,0,0,0,0,0,0,1
7248,Mon Jan 02 23:51:48 +0000 2017,2,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7249,Mon Jan 02 23:51:48 +0000 2017,15,0,Eastern Time (US & Canada),0.6366,0.344,0.656,0.0,0,0,0,1,0,0,1
7250,Mon Jan 02 23:51:42 +0000 2017,0,0,Quito,0.6249,0.215,0.785,0.0,0,0,0,0,0,0,0
7251,Mon Jan 02 23:51:42 +0000 2017,0,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7252,Mon Jan 02 23:51:37 +0000 2017,0,0,,0.3182,0.141,0.859,0.0,0,0,0,0,0,0,0
7253,Mon Jan 02 23:51:35 +0000 2017,0,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7254,Mon Jan 02 23:51:34 +0000 2017,0,0,Pacific Time (US & Canada),0.6369,0.344,0.656,0.0,0,0,0,0,1,0,0
7255,Mon Jan 02 23:51:25 +0000 2017,0,0,Atlantic Time (Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7256,Mon Jan 02 23:51:21 +0000 2017,2,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7257,Mon Jan 02 23:51:18 +0000 2017,0,0,,-0.4019,0.0,0.838,0.162,1,0,0,0,0,0,0
7258,Mon Jan 02 23:51:13 +0000 2017,0,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7259,Mon Jan 02 23:51:13 +0000 2017,1,0,Quito,0.4588,0.15,0.85,0.0,0,0,0,0,1,0,0
7260,Mon Jan 02 23:51:11 +0000 2017,1,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7261,Mon Jan 02 23:51:08 +0000 2017,4,0,,0.3724,0.221,0.779,0.0,0,0,0,0,0,0,0
7262,Mon Jan 02 23:51:05 +0000 2017,1,0,,0.4027,0.255,0.541,0.204,0,0,0,0,0,0,0
7263,Mon Jan 02 23:51:04 +0000 2017,7,0,Central Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
7264,Mon Jan 02 23:51:01 +0000 2017,3,0,Atlantic Time (Canada),-0.6103,0.0,0.792,0.208,0,0,0,0,0,0,0
7265,Mon Jan 02 23:50:56 +0000 2017,0,0,Central Time (US & Canada),0.5423,0.191,0.809,0.0,0,0,0,0,0,0,0
7266,Mon Jan 02 23:50:56 +0000 2017,7,0,Amsterdam,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
7267,Mon Jan 02 23:50:55 +0000 2017,1,0,,0.1174,0.193,0.629,0.178,0,0,0,0,0,0,0
7268,Mon Jan 02 23:50:53 +0000 2017,1,0,,0.5413,0.333,0.667,0.0,0,0,0,0,0,0,0
7269,Mon Jan 02 23:50:52 +0000 2017,1,0,Arizona,0.3612,0.143,0.857,0.0,1,0,0,0,0,0,0
7270,Mon Jan 02 23:50:50 +0000 2017,0,0,London,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0
7271,Mon Jan 02 23:50:48 +0000 2017,1,0,Central Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7272,Mon Jan 02 23:50:47 +0000 2017,27,0,,-0.0258,0.101,0.765,0.135,1,0,1,0,0,0,1
7273,Mon Jan 02 23:50:37 +0000 2017,0,0,Eastern Time (US & Canada),0.128,0.133,0.758,0.109,0,0,0,0,0,0,0
7274,Mon Jan 02 23:50:37 +0000 2017,1,0,Midway Island,0.5267,0.392,0.422,0.187,0,0,0,0,0,0,0
7275,Mon Jan 02 23:50:34 +0000 2017,0,0,Central Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7276,Mon Jan 02 23:50:30 +0000 2017,4,0,Atlantic Time (Canada),-0.4767,0.0,0.86,0.14,0,0,0,0,0,0,0
7277,Mon Jan 02 23:50:29 +0000 2017,2,0,Amsterdam,-0.0933,0.11,0.766,0.124,0,0,0,0,1,0,0
7278,Mon Jan 02 23:50:25 +0000 2017,0,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7279,Mon Jan 02 23:50:18 +0000 2017,6,0,Mountain Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,1,0,1
7280,Mon Jan 02 23:50:11 +0000 2017,0,0,,-0.4019,0.0,0.886,0.114,0,0,0,0,0,0,0
7281,Mon Jan 02 23:50:05 +0000 2017,5,0,,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1
7282,Mon Jan 02 23:50:01 +0000 2017,2,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7283,Mon Jan 02 23:50:01 +0000 2017,1,0,,0.5106,0.113,0.887,0.0,0,0,0,0,0,0,0
7284,Mon Jan 02 23:49:55 +0000 2017,3,0,Fiji,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7285,Mon Jan 02 23:49:52 +0000 2017,1,1,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7286,Mon Jan 02 23:49:47 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7287,Mon Jan 02 23:49:45 +0000 2017,0,0,London,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7288,Mon Jan 02 23:49:45 +0000 2017,4,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
7289,Mon Jan 02 23:49:38 +0000 2017,6,0,Central Time (US & Canada),0.3612,0.263,0.737,0.0,0,0,0,0,0,0,1
7290,Mon Jan 02 23:49:31 +0000 2017,0,0,Eastern Time (US & Canada),-0.296,0.0,0.784,0.216,0,0,0,0,0,0,0
7291,Mon Jan 02 23:49:26 +0000 2017,4,1,,-0.1027,0.0,0.781,0.219,0,0,0,0,0,0,0
7292,Mon Jan 02 23:49:25 +0000 2017,8,1,Central Time (US & Canada),0.0,0.0,1.0,0.0,0,1,0,0,0,0,1
7293,Mon Jan 02 23:49:20 +0000 2017,2,2,Central Time (US & Canada),0.69,0.213,0.787,0.0,0,0,0,0,0,0,0
7294,Mon Jan 02 23:49:19 +0000 2017,0,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7295,Mon Jan 02 23:49:16 +0000 2017,0,0,,-0.4215,0.0,0.714,0.286,0,0,1,0,0,0,0
7296,Mon Jan 02 23:49:13 +0000 2017,2,1,,0.6199,0.404,0.596,0.0,0,0,0,0,0,0,0
7297,Mon Jan 02 23:49:13 +0000 2017,5,2,,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1
7298,Mon Jan 02 23:49:06 +0000 2017,1,0,,0.4019,0.184,0.816,0.0,0,0,0,0,0,0,0
7299,Mon Jan 02 23:49:05 +0000 2017,2,2,,-0.8977,0.0,0.522,0.478,0,0,0,0,0,0,0
7300,Mon Jan 02 23:49:02 +0000 2017,2,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,1,0,0,0,0,0
7301,Mon Jan 02 23:48:55 +0000 2017,0,0,,0.5267,0.159,0.841,0.0,0,0,0,0,0,0,0
7302,Mon Jan 02 23:48:50 +0000 2017,0,0,Quito,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7303,Mon Jan 02 23:48:48 +0000 2017,27,0,Central Time (US & Canada),0.3612,0.135,0.865,0.0,0,0,0,0,1,0,1
7304,Mon Jan 02 23:48:41 +0000 2017,0,0,Eastern Time (US & Canada),-0.4019,0.0,0.891,0.109,0,0,0,0,0,0,0
7305,Mon Jan 02 23:48:40 +0000 2017,1,1,Atlantic Time (Canada),0.4767,0.341,0.659,0.0,0,0,0,0,1,0,0
7306,Mon Jan 02 23:48:35 +0000 2017,15,0,Georgetown,0.2732,0.077,0.923,0.0,0,1,0,0,0,0,1
7307,Mon Jan 02 23:48:33 +0000 2017,1,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7308,Mon Jan 02 23:48:32 +0000 2017,2,4,Quito,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7309,Mon Jan 02 23:48:26 +0000 2017,0,0,Eastern Time (US & Canada),0.8689,0.471,0.529,0.0,0,0,0,0,0,0,0
7310,Mon Jan 02 23:48:23 +0000 2017,21,1,Central Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
7311,Mon Jan 02 23:48:23 +0000 2017,5,0,,0.34,0.179,0.821,0.0,0,1,0,0,0,0,1
7312,Mon Jan 02 23:48:22 +0000 2017,0,0,Pacific Time (US & Canada),-0.296,0.0,0.82,0.18,1,0,0,0,0,0,0
7313,Mon Jan 02 23:48:14 +0000 2017,1,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7314,Mon Jan 02 23:48:08 +0000 2017,0,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
7315,Mon Jan 02 23:48:08 +0000 2017,1,0,,0.8834,0.329,0.671,0.0,0,1,1,0,0,0,0
7316,Mon Jan 02 23:48:04 +0000 2017,0,0,Mountain Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7317,Mon Jan 02 23:48:02 +0000 2017,0,0,London,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7318,Mon Jan 02 23:47:59 +0000 2017,0,1,Atlantic Time (Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7319,Mon Jan 02 23:47:56 +0000 2017,0,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7320,Mon Jan 02 23:47:56 +0000 2017,11,0,Pacific Time (US & Canada),0.6369,0.375,0.625,0.0,0,0,0,0,0,0,1
7321,Mon Jan 02 23:47:52 +0000 2017,0,0,Central Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7322,Mon Jan 02 23:47:42 +0000 2017,3,0,Eastern Time (US & Canada),0.5859,0.173,0.827,0.0,0,0,0,0,0,0,0
7323,Mon Jan 02 23:47:38 +0000 2017,3,1,Atlantic Time (Canada),-0.5994,0.0,0.692,0.308,0,0,0,0,0,0,0
7324,Mon Jan 02 23:47:38 +0000 2017,0,0,Pacific Time (US & Canada),-0.6705,0.0,0.756,0.244,0,0,0,0,0,0,0
7325,Mon Jan 02 23:47:37 +0000 2017,16,0,,0.0,0.0,1.0,0.0,0,0,0,0,1,0,1
7326,Mon Jan 02 23:47:37 +0000 2017,1,0,,0.6361,0.318,0.682,0.0,0,0,0,0,0,0,0
7327,Mon Jan 02 23:47:35 +0000 2017,2,0,Pacific Time (US & Canada),-0.5423,0.0,0.696,0.304,0,0,0,0,0,0,0
7328,Mon Jan 02 23:47:28 +0000 2017,1,1,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7329,Mon Jan 02 23:47:26 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7330,Mon Jan 02 23:47:21 +0000 2017,0,0,Atlantic Time (Canada),0.6908,0.263,0.737,0.0,0,0,0,0,0,0,0
7331,Mon Jan 02 23:47:20 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7332,Mon Jan 02 23:47:16 +0000 2017,2,0,,0.9251,0.706,0.294,0.0,0,0,0,0,0,0,0
7333,Mon Jan 02 23:47:10 +0000 2017,7,0,,0.3612,0.143,0.772,0.085,0,0,1,0,0,0,1
7334,Mon Jan 02 23:47:00 +0000 2017,2,2,Quito,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7335,Mon Jan 02 23:46:54 +0000 2017,0,0,Eastern Time (US & Canada),0.4201,0.177,0.823,0.0,0,0,0,0,0,0,0
7336,Mon Jan 02 23:46:48 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7337,Mon Jan 02 23:46:48 +0000 2017,0,0,,0.6808,0.239,0.761,0.0,0,0,0,0,0,0,0
7338,Mon Jan 02 23:46:46 +0000 2017,1,0,Central Time (US & Canada),-0.0507,0.094,0.772,0.134,1,0,0,0,0,0,0
7339,Mon Jan 02 23:46:35 +0000 2017,1,0,,0.4588,0.375,0.625,0.0,0,0,0,0,0,0,0
7340,Mon Jan 02 23:46:33 +0000 2017,1,0,,0.4215,0.167,0.833,0.0,0,0,0,0,0,0,0
7341,Mon Jan 02 23:46:32 +0000 2017,23,2,,-0.34,0.0,0.833,0.167,1,0,0,0,0,0,1
7342,Mon Jan 02 23:46:15 +0000 2017,1,0,Canberra,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7343,Mon Jan 02 23:46:13 +0000 2017,0,0,,0.296,0.109,0.891,0.0,0,0,0,0,0,0,0
7344,Mon Jan 02 23:46:12 +0000 2017,5,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
7345,Mon Jan 02 23:45:58 +0000 2017,2,0,Central Time (US & Canada),0.6581,0.268,0.732,0.0,0,0,0,0,0,0,0
7346,Mon Jan 02 23:45:52 +0000 2017,0,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7347,Mon Jan 02 23:45:52 +0000 2017,1,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7348,Mon Jan 02 23:45:51 +0000 2017,7,0,Quito,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
7349,Mon Jan 02 23:45:47 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7350,Mon Jan 02 23:45:42 +0000 2017,0,0,Eastern Time (US & Canada),0.3327,0.145,0.855,0.0,1,0,0,0,0,0,0
7351,Mon Jan 02 23:45:42 +0000 2017,0,0,Eastern Time (US & Canada),0.5411,0.137,0.863,0.0,0,0,1,0,0,0,0
7352,Mon Jan 02 23:45:41 +0000 2017,3,1,Pacific Time (US & Canada),0.5859,0.293,0.707,0.0,0,0,0,0,0,0,0
7353,Mon Jan 02 23:45:39 +0000 2017,8,1,,0.0772,0.157,0.843,0.0,0,0,0,0,0,0,1
7354,Mon Jan 02 23:45:37 +0000 2017,520,159,Pacific Time (US & Canada),0.1045,0.132,0.757,0.111,0,0,0,0,0,0,1
7355,Mon Jan 02 23:45:27 +0000 2017,7,0,,0.5574,0.184,0.816,0.0,0,0,0,0,1,0,1
7356,Mon Jan 02 23:45:19 +0000 2017,0,0,Arizona,0.8711,0.42,0.58,0.0,1,0,0,0,0,0,0
7357,Mon Jan 02 23:45:09 +0000 2017,0,0,Mexico City,0.7125,0.225,0.775,0.0,0,0,0,0,0,0,0
7358,Mon Jan 02 23:45:08 +0000 2017,0,1,Mountain Time (US & Canada),0.4404,0.225,0.775,0.0,0,0,0,0,0,0,0
7359,Mon Jan 02 23:45:08 +0000 2017,0,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7360,Mon Jan 02 23:45:03 +0000 2017,0,0,Eastern Time (US & Canada),0.34,0.124,0.876,0.0,0,0,0,0,0,0,0
7361,Mon Jan 02 23:45:03 +0000 2017,3,0,London,0.7003,0.492,0.508,0.0,0,0,0,0,0,0,0
7362,Mon Jan 02 23:45:00 +0000 2017,1,0,,0.5473,0.306,0.694,0.0,0,0,0,0,0,0,0
7363,Mon Jan 02 23:44:59 +0000 2017,0,0,Amsterdam,0.6369,0.296,0.704,0.0,0,0,0,0,0,0,0
7364,Mon Jan 02 23:44:56 +0000 2017,0,0,Amsterdam,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7365,Mon Jan 02 23:44:53 +0000 2017,8,0,,0.2263,0.137,0.863,0.0,0,0,0,0,0,0,1
7366,Mon Jan 02 23:44:48 +0000 2017,4,0,,-0.296,0.0,0.732,0.268,0,0,0,0,0,0,0
7367,Mon Jan 02 23:44:45 +0000 2017,3,0,Hawaii,0.0772,0.134,0.749,0.118,0,0,0,1,0,0,0
7368,Mon Jan 02 23:44:45 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0
7369,Mon Jan 02 23:44:38 +0000 2017,3,1,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7370,Mon Jan 02 23:44:29 +0000 2017,2,0,Eastern Time (US & Canada),0.2709,0.223,0.597,0.18,0,0,0,0,1,0,0
7371,Mon Jan 02 23:44:27 +0000 2017,2,0,Central Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7372,Mon Jan 02 23:44:26 +0000 2017,0,0,Mountain Time (US & Canada),0.4019,0.162,0.838,0.0,1,0,0,0,0,0,0
7373,Mon Jan 02 23:44:24 +0000 2017,1,0,Pacific Time (US & Canada),0.0382,0.081,0.919,0.0,0,0,0,0,0,0,0
7374,Mon Jan 02 23:44:22 +0000 2017,0,0,London,0.3612,0.128,0.872,0.0,0,1,0,0,0,0,0
7375,Mon Jan 02 23:44:20 +0000 2017,3,0,,-0.296,0.0,0.896,0.104,0,0,0,0,0,0,0
7376,Mon Jan 02 23:44:13 +0000 2017,2,0,,0.1531,0.174,0.705,0.121,0,0,0,0,0,0,0
7377,Mon Jan 02 23:44:13 +0000 2017,7,0,,-0.5535,0.0,0.828,0.172,0,0,0,0,0,0,1
7378,Mon Jan 02 23:44:12 +0000 2017,13,2,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
7379,Mon Jan 02 23:44:06 +0000 2017,5,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,1,0,0,0,0,0,1
7380,Mon Jan 02 23:44:05 +0000 2017,1,0,America/New_York,0.7003,0.201,0.799,0.0,0,0,0,0,0,0,0
7381,Mon Jan 02 23:44:04 +0000 2017,0,0,London,-0.8827,0.0,0.539,0.461,0,0,0,0,0,0,0
7382,Mon Jan 02 23:44:01 +0000 2017,0,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7383,Mon Jan 02 23:43:55 +0000 2017,0,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7384,Mon Jan 02 23:43:49 +0000 2017,0,0,Eastern Time (US & Canada),-0.296,0.0,0.885,0.115,1,0,0,0,0,0,0
7385,Mon Jan 02 23:43:45 +0000 2017,1,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7386,Mon Jan 02 23:43:44 +0000 2017,58,11,Amsterdam,-0.296,0.0,0.82,0.18,0,0,0,0,0,0,1
7387,Mon Jan 02 23:43:42 +0000 2017,1,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7388,Mon Jan 02 23:43:41 +0000 2017,0,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7389,Mon Jan 02 23:43:41 +0000 2017,7,1,,-0.2263,0.171,0.569,0.261,0,1,0,0,0,0,1
7390,Mon Jan 02 23:43:38 +0000 2017,1,0,,-0.0808,0.137,0.659,0.204,0,0,0,0,0,0,0
7391,Mon Jan 02 23:43:35 +0000 2017,1,1,Pacific Time (US & Canada),-0.0387,0.056,0.883,0.061,0,0,0,0,0,0,0
7392,Mon Jan 02 23:43:22 +0000 2017,5,0,,-0.5574,0.076,0.698,0.227,0,0,0,0,0,0,1
7393,Mon Jan 02 23:43:20 +0000 2017,5,0,,0.7955,0.252,0.748,0.0,0,0,0,0,0,0,1
7394,Mon Jan 02 23:43:07 +0000 2017,9,1,,0.1695,0.106,0.894,0.0,0,0,0,0,0,0,1
7395,Mon Jan 02 23:43:04 +0000 2017,2,0,,-0.296,0.0,0.872,0.128,0,0,0,0,0,0,0
7396,Mon Jan 02 23:43:03 +0000 2017,1,0,Amsterdam,0.3182,0.113,0.887,0.0,0,0,0,0,0,0,0
7397,Mon Jan 02 23:43:03 +0000 2017,1,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7398,Mon Jan 02 23:43:03 +0000 2017,6,6,Eastern Time (US & Canada),0.7332,0.266,0.734,0.0,0,0,0,0,0,0,1
7399,Mon Jan 02 23:42:54 +0000 2017,5,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
7400,Mon Jan 02 23:42:44 +0000 2017,0,0,,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0
7401,Mon Jan 02 23:42:44 +0000 2017,0,0,Atlantic Time (Canada),0.4404,0.592,0.408,0.0,0,0,0,0,0,0,0
7402,Mon Jan 02 23:42:43 +0000 2017,0,0,,-0.1531,0.0,0.926,0.074,0,0,0,0,0,0,0
7403,Mon Jan 02 23:42:43 +0000 2017,2,0,,-0.296,0.0,0.916,0.084,0,0,0,0,0,0,0
7404,Mon Jan 02 23:42:42 +0000 2017,8,1,Central Time (US & Canada),-0.8074,0.0,0.622,0.378,1,1,0,0,0,0,1
7405,Mon Jan 02 23:42:28 +0000 2017,1,1,Pacific Time (US & Canada),0.4215,0.219,0.781,0.0,0,0,0,0,0,0,0
7406,Mon Jan 02 23:42:26 +0000 2017,0,0,,0.743,0.283,0.717,0.0,1,0,1,0,0,0,0
7407,Mon Jan 02 23:42:25 +0000 2017,0,1,Islamabad,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7408,Mon Jan 02 23:42:24 +0000 2017,1,0,Pacific Time (US & Canada),0.2023,0.104,0.821,0.075,0,0,0,0,0,0,0
7409,Mon Jan 02 23:42:17 +0000 2017,1,0,Mountain Time (US & Canada),0.8137,0.345,0.655,0.0,1,0,0,0,0,0,0
7410,Mon Jan 02 23:42:11 +0000 2017,1,0,,0.3595,0.151,0.849,0.0,1,0,0,0,0,0,0
7411,Mon Jan 02 23:41:49 +0000 2017,5,0,,0.5773,0.189,0.811,0.0,0,0,0,0,1,0,1
7412,Mon Jan 02 23:41:47 +0000 2017,0,0,Arizona,0.1531,0.138,0.862,0.0,0,0,0,0,0,0,0
7413,Mon Jan 02 23:41:40 +0000 2017,4,1,Eastern Time (US & Canada),-0.0516,0.0,0.926,0.074,1,0,0,0,0,0,0
7414,Mon Jan 02 23:41:38 +0000 2017,2,0,Eastern Time (US & Canada),0.4336,0.17,0.83,0.0,0,0,0,0,0,0,0
7415,Mon Jan 02 23:41:36 +0000 2017,0,0,Lima,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7416,Mon Jan 02 23:41:36 +0000 2017,2,1,London,-0.5868,0.128,0.564,0.308,0,0,0,0,0,0,0
7417,Mon Jan 02 23:41:34 +0000 2017,2,1,Atlantic Time (Canada),0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
7418,Mon Jan 02 23:41:27 +0000 2017,5,1,Mountain Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
7419,Mon Jan 02 23:41:21 +0000 2017,2,0,Eastern Time (US & Canada),-0.1027,0.162,0.657,0.182,0,0,0,1,0,1,0
7420,Mon Jan 02 23:41:18 +0000 2017,18,0,Central Time (US & Canada),-0.1298,0.0,0.88,0.12,0,0,0,0,0,0,1
7421,Mon Jan 02 23:41:18 +0000 2017,2,0,Central Time (US & Canada),0.7579,0.279,0.671,0.049,0,0,0,0,1,0,0
7422,Mon Jan 02 23:41:10 +0000 2017,14,3,,-0.34,0.0,0.866,0.134,0,0,0,0,0,0,1
7423,Mon Jan 02 23:41:07 +0000 2017,1,0,London,0.4329,0.137,0.863,0.0,1,0,0,0,0,0,0
7424,Mon Jan 02 23:41:02 +0000 2017,0,0,Pacific Time (US & Canada),0.5719,0.236,0.764,0.0,0,0,1,0,0,0,0
7425,Mon Jan 02 23:40:58 +0000 2017,6,1,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,1,0,1
7426,Mon Jan 02 23:40:51 +0000 2017,0,0,,0.7887,0.436,0.564,0.0,0,0,0,0,0,0,0
7427,Mon Jan 02 23:40:44 +0000 2017,1,0,,-0.5233,0.0,0.703,0.297,0,1,0,0,0,0,0
7428,Mon Jan 02 23:40:40 +0000 2017,4,2,,-0.7906,0.0,0.65,0.35,0,0,0,0,0,0,0
7429,Mon Jan 02 23:40:35 +0000 2017,1,0,,-0.2023,0.19,0.563,0.246,1,0,0,0,0,0,0
7430,Mon Jan 02 23:40:35 +0000 2017,0,0,Madrid,0.5719,0.291,0.709,0.0,0,1,0,0,0,0,0
7431,Mon Jan 02 23:40:33 +0000 2017,6,0,Pacific Time (US & Canada),0.1779,0.096,0.831,0.073,1,0,0,0,0,0,1
7432,Mon Jan 02 23:40:32 +0000 2017,13,4,Arizona,0.861,0.359,0.541,0.1,0,0,0,0,0,0,1
7433,Mon Jan 02 23:40:28 +0000 2017,1,0,Eastern Time (US & Canada),0.2057,0.179,0.692,0.128,0,0,0,0,0,0,0
7434,Mon Jan 02 23:40:28 +0000 2017,0,0,,0.507,0.247,0.753,0.0,0,0,0,0,0,0,0
7435,Mon Jan 02 23:40:27 +0000 2017,0,0,Pacific Time (US & Canada),-0.5095,0.0,0.81,0.19,0,0,0,0,0,0,0
7436,Mon Jan 02 23:40:26 +0000 2017,0,0,Mountain Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7437,Mon Jan 02 23:40:24 +0000 2017,4,0,,0.8395,0.31,0.69,0.0,0,1,0,0,1,0,0
7438,Mon Jan 02 23:40:24 +0000 2017,0,0,Central Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
7439,Mon Jan 02 23:40:20 +0000 2017,0,0,Eastern Time (US & Canada),0.7269,0.441,0.559,0.0,1,0,0,0,0,0,0
7440,Mon Jan 02 23:40:17 +0000 2017,371,115,Arizona,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
7441,Mon Jan 02 23:40:14 +0000 2017,13,1,Central Time (US & Canada),0.4939,0.332,0.495,0.173,0,0,0,0,0,0,1
