,Date,Favourites,Retweets,Timezone,Compound,Positive,Neutral,Negative,Physical Health,Learning and Career,Mental Wellbeing,Finances,Relationships,Travel and Holidays,Five or more favourites
5721,Tue Jan 03 01:18:57 +0000 2017,0,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5722,Tue Jan 03 01:18:57 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5723,Tue Jan 03 01:18:55 +0000 2017,1,0,Atlantic Time (Canada),0.5413,0.28,0.72,0.0,0,0,0,0,0,0,0
5724,Tue Jan 03 01:18:51 +0000 2017,1,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5725,Tue Jan 03 01:18:51 +0000 2017,4,1,,-0.296,0.0,0.864,0.136,0,0,0,0,0,0,0
5726,Tue Jan 03 01:18:50 +0000 2017,0,0,Pacific Time (US & Canada),-0.296,0.0,0.833,0.167,0,0,0,0,0,0,0
5727,Tue Jan 03 01:18:50 +0000 2017,5,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
5728,Tue Jan 03 01:18:45 +0000 2017,1,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5729,Tue Jan 03 01:18:40 +0000 2017,1,0,,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0
5730,Tue Jan 03 01:18:36 +0000 2017,1,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5731,Tue Jan 03 01:18:32 +0000 2017,1,2,Eastern Time (US & Canada),-0.4019,0.0,0.769,0.231,1,0,0,0,0,0,0
5732,Tue Jan 03 01:18:23 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5733,Tue Jan 03 01:18:15 +0000 2017,50,11,Quito,-0.2732,0.152,0.657,0.19,0,0,0,0,0,0,1
5734,Tue Jan 03 01:18:12 +0000 2017,7,1,Quito,0.4404,0.266,0.734,0.0,0,0,0,0,0,0,1
5735,Tue Jan 03 01:18:11 +0000 2017,0,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5736,Tue Jan 03 01:18:10 +0000 2017,0,0,Central Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5737,Tue Jan 03 01:17:59 +0000 2017,0,0,Pacific Time (US & Canada),0.765,0.369,0.631,0.0,0,0,0,0,0,0,0
5738,Tue Jan 03 01:17:57 +0000 2017,3,1,Central Time (US & Canada),0.0,0.0,1.0,0.0,1,0,0,0,0,0,0
5739,Tue Jan 03 01:17:55 +0000 2017,1,0,,-0.1739,0.149,0.622,0.229,0,0,0,0,0,0,0
5740,Tue Jan 03 01:17:51 +0000 2017,1,0,Mountain Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5741,Tue Jan 03 01:17:43 +0000 2017,1,0,,0.1511,0.077,0.923,0.0,0,0,0,0,0,0,0
5742,Tue Jan 03 01:17:43 +0000 2017,0,0,Eastern Time (US & Canada),0.4404,0.182,0.818,0.0,0,0,0,0,0,0,0
5743,Tue Jan 03 01:17:38 +0000 2017,4,0,Atlantic Time (Canada),0.4404,0.146,0.854,0.0,0,0,0,0,0,0,0
5744,Tue Jan 03 01:17:36 +0000 2017,1,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0
5745,Tue Jan 03 01:17:34 +0000 2017,0,0,Hawaii,0.7345,0.236,0.764,0.0,0,0,0,0,0,0,0
5746,Tue Jan 03 01:17:29 +0000 2017,0,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5747,Tue Jan 03 01:17:29 +0000 2017,0,0,Central Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5748,Tue Jan 03 01:17:28 +0000 2017,16,2,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
5749,Tue Jan 03 01:17:26 +0000 2017,5,0,Central Time (US & Canada),0.0,0.0,1.0,0.0,1,0,0,0,0,0,1
5750,Tue Jan 03 01:17:17 +0000 2017,0,0,Mountain Time (US & Canada),0.5574,0.281,0.615,0.104,0,0,0,0,0,0,0
5751,Tue Jan 03 01:17:17 +0000 2017,1,0,Central Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5752,Tue Jan 03 01:17:15 +0000 2017,4,0,Quito,-0.296,0.0,0.82,0.18,0,0,0,0,0,0,0
5753,Tue Jan 03 01:17:14 +0000 2017,1,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5754,Tue Jan 03 01:17:13 +0000 2017,0,0,Eastern Time (US & Canada),-0.296,0.0,0.855,0.145,0,0,0,0,0,0,0
5755,Tue Jan 03 01:17:13 +0000 2017,1,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5756,Tue Jan 03 01:17:05 +0000 2017,0,0,London,0.3612,0.385,0.615,0.0,0,0,0,0,0,0,0
5757,Tue Jan 03 01:17:02 +0000 2017,0,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5758,Tue Jan 03 01:16:59 +0000 2017,0,0,Quito,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5759,Tue Jan 03 01:16:59 +0000 2017,0,0,Mountain Time (US & Canada),-0.128,0.174,0.621,0.205,0,0,0,0,0,0,0
5760,Tue Jan 03 01:16:59 +0000 2017,2,0,,-0.2263,0.104,0.72,0.176,0,0,0,0,0,0,0
5761,Tue Jan 03 01:16:50 +0000 2017,45,9,Pacific Time (US & Canada),-0.6256,0.0,0.788,0.212,1,0,0,0,0,0,1
5762,Tue Jan 03 01:16:44 +0000 2017,0,0,Pacific Time (US & Canada),0.296,0.18,0.82,0.0,0,0,0,0,0,0,0
5763,Tue Jan 03 01:16:41 +0000 2017,0,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5764,Tue Jan 03 01:16:38 +0000 2017,1,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5765,Tue Jan 03 01:16:37 +0000 2017,3,0,Alaska,-0.2732,0.0,0.877,0.123,0,0,0,0,0,0,0
5766,Tue Jan 03 01:16:35 +0000 2017,0,0,Central Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5767,Tue Jan 03 01:16:29 +0000 2017,2,0,Quito,0.7506,0.218,0.782,0.0,0,1,0,0,0,0,0
5768,Tue Jan 03 01:16:28 +0000 2017,0,1,,0.2732,0.364,0.374,0.262,0,1,0,0,0,0,0
5769,Tue Jan 03 01:16:27 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5770,Tue Jan 03 01:16:24 +0000 2017,6,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
5771,Tue Jan 03 01:16:14 +0000 2017,0,0,Atlantic Time (Canada),0.4754,0.306,0.694,0.0,0,0,0,0,0,0,0
5772,Tue Jan 03 01:16:13 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5773,Tue Jan 03 01:16:12 +0000 2017,9,1,,-0.296,0.0,0.864,0.136,1,0,0,0,0,0,1
5774,Tue Jan 03 01:16:08 +0000 2017,1,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5775,Tue Jan 03 01:16:03 +0000 2017,7,1,,-0.5994,0.0,0.449,0.551,0,0,0,1,0,0,1
5776,Tue Jan 03 01:15:57 +0000 2017,2,2,Central Time (US & Canada),0.8555,0.417,0.504,0.079,1,0,1,0,0,0,0
5777,Tue Jan 03 01:15:45 +0000 2017,26,2,,-0.5719,0.0,0.802,0.198,1,0,0,0,0,0,1
5778,Tue Jan 03 01:15:44 +0000 2017,0,0,Arizona,-0.5812,0.097,0.621,0.282,0,0,0,0,0,0,0
5779,Tue Jan 03 01:15:30 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5780,Tue Jan 03 01:15:27 +0000 2017,3,0,Pacific Time (US & Canada),0.4215,0.213,0.787,0.0,0,0,0,0,1,0,0
5781,Tue Jan 03 01:15:25 +0000 2017,0,1,,0.4389,0.266,0.734,0.0,0,0,0,0,0,0,0
5782,Tue Jan 03 01:15:18 +0000 2017,0,0,,-0.4404,0.096,0.718,0.187,0,0,0,0,0,0,0
5783,Tue Jan 03 01:15:15 +0000 2017,2,1,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5784,Tue Jan 03 01:15:01 +0000 2017,0,0,Pacific Time (US & Canada),0.8439,0.384,0.616,0.0,0,0,0,0,0,0,0
5785,Tue Jan 03 01:14:58 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5786,Tue Jan 03 01:14:56 +0000 2017,4,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5787,Tue Jan 03 01:14:51 +0000 2017,24,8,Eastern Time (US & Canada),0.3612,0.172,0.828,0.0,0,0,0,0,1,0,1
5788,Tue Jan 03 01:14:40 +0000 2017,5,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
5789,Tue Jan 03 01:14:35 +0000 2017,0,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5790,Tue Jan 03 01:14:31 +0000 2017,10,3,Central Time (US & Canada),-0.296,0.0,0.82,0.18,0,0,0,0,0,0,1
5791,Tue Jan 03 01:14:26 +0000 2017,13,2,Pacific Time (US & Canada),0.368,0.253,0.575,0.172,0,0,0,0,0,0,1
5792,Tue Jan 03 01:14:26 +0000 2017,3,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5793,Tue Jan 03 01:14:14 +0000 2017,6,1,,0.1154,0.116,0.884,0.0,0,0,0,0,0,0,1
5794,Tue Jan 03 01:14:08 +0000 2017,0,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5795,Tue Jan 03 01:14:04 +0000 2017,1,0,,0.4939,0.167,0.833,0.0,0,0,0,0,0,0,0
5796,Tue Jan 03 01:13:59 +0000 2017,0,0,,-0.296,0.0,0.901,0.099,0,0,0,0,0,0,0
5797,Tue Jan 03 01:13:59 +0000 2017,4,1,Perth,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0
5798,Tue Jan 03 01:13:48 +0000 2017,1,1,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5799,Tue Jan 03 01:13:47 +0000 2017,5,1,Central Time (US & Canada),0.2023,0.185,0.679,0.136,0,0,0,0,0,0,1
5800,Tue Jan 03 01:13:34 +0000 2017,2,0,Eastern Time (US & Canada),0.3612,0.152,0.848,0.0,1,0,0,0,0,0,0
5801,Tue Jan 03 01:13:32 +0000 2017,10,2,Eastern Time (US & Canada),0.8176,0.321,0.679,0.0,1,0,1,0,0,0,1
5802,Tue Jan 03 01:13:31 +0000 2017,1,1,,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
5803,Tue Jan 03 01:13:30 +0000 2017,1,0,,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
5804,Tue Jan 03 01:13:24 +0000 2017,6,0,Atlantic Time (Canada),0.3182,0.187,0.813,0.0,0,0,0,0,0,0,1
5805,Tue Jan 03 01:13:23 +0000 2017,0,0,Pacific Time (US & Canada),-0.5046,0.13,0.614,0.256,0,1,0,0,0,0,0
5806,Tue Jan 03 01:13:07 +0000 2017,6,0,,-0.4745,0.0,0.774,0.226,0,0,0,1,0,0,1
5807,Tue Jan 03 01:13:07 +0000 2017,1,0,Eastern Time (US & Canada),0.3802,0.178,0.822,0.0,1,0,0,0,0,0,0
5808,Tue Jan 03 01:13:04 +0000 2017,15,0,,0.5994,0.212,0.725,0.062,0,0,0,0,0,0,1
5809,Tue Jan 03 01:13:02 +0000 2017,2,0,Pacific Time (US & Canada),0.0258,0.044,0.956,0.0,0,1,0,0,0,0,0
5810,Tue Jan 03 01:13:00 +0000 2017,1,0,Central Time (US & Canada),0.7666,0.293,0.707,0.0,0,0,0,0,0,0,0
5811,Tue Jan 03 01:12:58 +0000 2017,0,0,Pacific Time (US & Canada),0.3182,0.108,0.837,0.056,1,1,0,0,0,0,0
5812,Tue Jan 03 01:12:55 +0000 2017,1,0,Arizona,0.5574,0.247,0.753,0.0,0,0,1,0,0,0,0
5813,Tue Jan 03 01:12:54 +0000 2017,3,0,,0.7269,0.303,0.697,0.0,1,0,0,0,0,0,0
5814,Tue Jan 03 01:12:50 +0000 2017,0,0,,0.4019,0.172,0.828,0.0,0,0,0,0,0,0,0
5815,Tue Jan 03 01:12:50 +0000 2017,70,1,,-0.128,0.0,0.8,0.2,0,0,0,0,0,0,1
5816,Tue Jan 03 01:12:49 +0000 2017,1,0,,0.0572,0.058,0.942,0.0,0,0,0,0,0,0,0
5817,Tue Jan 03 01:12:42 +0000 2017,1,0,Eastern Time (US & Canada),-0.2023,0.205,0.53,0.265,0,0,0,0,0,0,0
5818,Tue Jan 03 01:12:38 +0000 2017,15,12,Eastern Time (US & Canada),-0.8126,0.0,0.519,0.481,0,0,0,0,0,0,1
5819,Tue Jan 03 01:12:32 +0000 2017,0,0,Pacific Time (US & Canada),0.5267,0.298,0.702,0.0,0,0,0,0,0,0,0
5820,Tue Jan 03 01:12:29 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5821,Tue Jan 03 01:12:27 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5822,Tue Jan 03 01:12:25 +0000 2017,5,0,Central Time (US & Canada),0.6983,0.278,0.722,0.0,0,0,0,0,0,1,1
5823,Tue Jan 03 01:12:25 +0000 2017,1,1,Pacific Time (US & Canada),-0.3612,0.0,0.872,0.128,0,0,0,0,0,0,0
5824,Tue Jan 03 01:12:23 +0000 2017,2,0,Quito,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5825,Tue Jan 03 01:12:15 +0000 2017,2,0,,-0.6486,0.0,0.751,0.249,0,0,0,0,0,0,0
5826,Tue Jan 03 01:12:14 +0000 2017,0,0,Pacific Time (US & Canada),-0.4648,0.0,0.767,0.233,0,1,0,0,0,0,0
5827,Tue Jan 03 01:12:10 +0000 2017,0,0,Mountain Time (US & Canada),0.6652,0.229,0.771,0.0,0,1,1,0,0,0,0
5828,Tue Jan 03 01:12:01 +0000 2017,0,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5829,Tue Jan 03 01:11:59 +0000 2017,4,0,Quito,-0.6124,0.048,0.769,0.182,0,0,0,0,0,0,0
5830,Tue Jan 03 01:11:57 +0000 2017,1,0,Central Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5831,Tue Jan 03 01:11:55 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5832,Tue Jan 03 01:11:50 +0000 2017,0,0,,0.3182,0.161,0.839,0.0,0,0,0,0,0,0,0
5833,Tue Jan 03 01:11:49 +0000 2017,1,0,Hawaii,0.8625,0.384,0.531,0.084,0,0,0,0,1,0,0
5834,Tue Jan 03 01:11:48 +0000 2017,1,1,,0.9432,0.456,0.5,0.044,0,0,1,0,0,0,0
5835,Tue Jan 03 01:11:47 +0000 2017,0,0,Central Time (US & Canada),-0.4019,0.0,0.787,0.213,1,0,0,0,0,0,0
5836,Tue Jan 03 01:11:42 +0000 2017,10,0,,0.0,0.0,1.0,0.0,0,0,0,0,1,0,1
5837,Tue Jan 03 01:11:40 +0000 2017,0,0,,0.2023,0.141,0.859,0.0,0,1,0,0,0,0,0
5838,Tue Jan 03 01:11:37 +0000 2017,1,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,1,0,0,0,0
5839,Tue Jan 03 01:11:30 +0000 2017,2,0,,0.4199,0.122,0.878,0.0,1,0,0,0,0,0,0
5840,Tue Jan 03 01:11:29 +0000 2017,1,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5841,Tue Jan 03 01:11:21 +0000 2017,9,0,Central Time (US & Canada),0.6229,0.23,0.77,0.0,0,0,0,0,0,0,1
5842,Tue Jan 03 01:11:14 +0000 2017,0,0,Pacific Time (US & Canada),0.8074,0.417,0.583,0.0,0,0,0,1,0,0,0
5843,Tue Jan 03 01:11:07 +0000 2017,11,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,1,0,0,0,0,0,1
5844,Tue Jan 03 01:11:06 +0000 2017,8,3,Pacific Time (US & Canada),-0.6705,0.0,0.522,0.478,0,0,0,0,0,0,1
5845,Tue Jan 03 01:10:53 +0000 2017,3,0,,-0.5423,0.0,0.873,0.127,0,0,0,0,1,0,0
5846,Tue Jan 03 01:10:37 +0000 2017,0,0,,0.4404,0.146,0.854,0.0,0,0,0,0,0,0,0
5847,Tue Jan 03 01:10:37 +0000 2017,1,0,Pacific Time (US & Canada),0.6893,0.289,0.711,0.0,0,0,0,0,0,0,0
5848,Tue Jan 03 01:10:33 +0000 2017,0,0,,0.4404,0.195,0.805,0.0,0,0,0,0,0,0,0
5849,Tue Jan 03 01:10:27 +0000 2017,6,2,Mountain Time (US & Canada),0.3818,0.126,0.874,0.0,0,0,0,0,0,0,1
5850,Tue Jan 03 01:10:25 +0000 2017,0,1,Central Time (US & Canada),-0.4767,0.212,0.466,0.321,0,0,0,0,0,0,0
5851,Tue Jan 03 01:10:21 +0000 2017,0,0,,-0.5904,0.0,0.742,0.258,0,0,0,0,0,0,0
5852,Tue Jan 03 01:10:16 +0000 2017,1,0,Central Time (US & Canada),-0.296,0.0,0.804,0.196,1,0,0,0,0,0,0
5853,Tue Jan 03 01:10:15 +0000 2017,7,0,Quito,0.0,0.08,0.84,0.08,0,0,0,0,0,0,1
5854,Tue Jan 03 01:10:14 +0000 2017,0,0,,0.1027,0.114,0.787,0.098,0,0,1,0,0,0,0
5855,Tue Jan 03 01:10:01 +0000 2017,6,0,Pacific Time (US & Canada),0.8034,0.276,0.724,0.0,0,0,1,0,0,0,1
5856,Tue Jan 03 01:09:51 +0000 2017,0,0,Dublin,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5857,Tue Jan 03 01:09:51 +0000 2017,1,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5858,Tue Jan 03 01:09:50 +0000 2017,0,0,,0.0258,0.149,0.745,0.106,1,0,0,0,0,0,0
5859,Tue Jan 03 01:09:43 +0000 2017,5,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
5860,Tue Jan 03 01:09:42 +0000 2017,1,0,Sydney,-0.5352,0.113,0.649,0.238,0,0,0,0,1,0,0
5861,Tue Jan 03 01:09:40 +0000 2017,4,2,,0.6249,0.313,0.687,0.0,0,0,0,0,0,0,0
5862,Tue Jan 03 01:09:40 +0000 2017,2,0,,-0.8658,0.0,0.531,0.469,0,0,0,0,0,0,0
5863,Tue Jan 03 01:09:39 +0000 2017,4,1,Pacific Time (US & Canada),-0.296,0.0,0.845,0.155,0,0,0,0,0,0,0
5864,Tue Jan 03 01:09:35 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5865,Tue Jan 03 01:09:33 +0000 2017,6,0,Atlantic Time (Canada),0.6597,0.201,0.755,0.043,0,0,0,0,0,0,1
5866,Tue Jan 03 01:09:23 +0000 2017,0,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5867,Tue Jan 03 01:09:19 +0000 2017,12,6,Eastern Time (US & Canada),0.2263,0.119,0.881,0.0,0,0,0,1,0,0,1
5868,Tue Jan 03 01:09:16 +0000 2017,22,2,Eastern Time (US & Canada),0.8126,0.261,0.739,0.0,0,0,0,0,1,0,1
5869,Tue Jan 03 01:09:16 +0000 2017,3,0,Quito,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5870,Tue Jan 03 01:09:06 +0000 2017,0,1,,0.1513,0.091,0.909,0.0,0,1,0,0,0,0,0
5871,Tue Jan 03 01:09:05 +0000 2017,4,0,Central Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5872,Tue Jan 03 01:09:01 +0000 2017,0,0,Pacific Time (US & Canada),0.8585,0.288,0.712,0.0,0,0,1,0,0,0,0
5873,Tue Jan 03 01:08:59 +0000 2017,0,0,Atlantic Time (Canada),-0.7845,0.0,0.611,0.389,0,0,0,0,0,0,0
5874,Tue Jan 03 01:08:56 +0000 2017,0,0,Central Time (US & Canada),-0.5526,0.0,0.797,0.203,1,0,0,0,0,0,0
5875,Tue Jan 03 01:08:55 +0000 2017,0,0,Central Time (US & Canada),-0.7003,0.0,0.633,0.367,0,0,0,0,0,0,0
5876,Tue Jan 03 01:08:54 +0000 2017,0,0,Pacific Time (US & Canada),0.4215,0.118,0.882,0.0,0,0,0,0,0,0,0
5877,Tue Jan 03 01:08:48 +0000 2017,0,0,Atlantic Time (Canada),0.6705,0.282,0.718,0.0,0,0,0,0,0,0,0
5878,Tue Jan 03 01:08:38 +0000 2017,0,0,,0.2263,0.217,0.629,0.154,0,0,0,0,1,0,0
5879,Tue Jan 03 01:08:31 +0000 2017,0,0,Eastern Time (US & Canada),-0.4215,0.0,0.781,0.219,0,0,0,0,0,0,0
5880,Tue Jan 03 01:08:27 +0000 2017,0,0,,-0.1779,0.137,0.683,0.18,0,0,0,0,0,0,0
5881,Tue Jan 03 01:08:25 +0000 2017,1,0,,0.872,0.398,0.602,0.0,0,0,1,0,1,0,0
5882,Tue Jan 03 01:08:16 +0000 2017,0,0,Eastern Time (US & Canada),0.2962,0.186,0.692,0.122,1,0,0,0,0,0,0
5883,Tue Jan 03 01:08:16 +0000 2017,0,0,Kuala Lumpur,-0.5994,0.0,0.719,0.281,0,0,0,0,0,0,0
5884,Tue Jan 03 01:08:15 +0000 2017,1,0,Central Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5885,Tue Jan 03 01:08:09 +0000 2017,7,0,Pacific Time (US & Canada),-0.3818,0.106,0.707,0.187,0,1,0,1,0,0,1
5886,Tue Jan 03 01:08:07 +0000 2017,0,0,,-0.2406,0.109,0.74,0.151,1,0,0,0,0,0,0
5887,Tue Jan 03 01:07:59 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5888,Tue Jan 03 01:07:57 +0000 2017,1,0,,0.7184,0.273,0.727,0.0,0,0,0,1,1,1,0
5889,Tue Jan 03 01:07:54 +0000 2017,3,1,,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0
5890,Tue Jan 03 01:07:52 +0000 2017,0,0,Pacific Time (US & Canada),-0.296,0.12,0.7,0.18,0,0,0,0,0,0,0
5891,Tue Jan 03 01:07:50 +0000 2017,0,0,New Delhi,0.2023,0.114,0.886,0.0,0,0,0,0,0,0,0
5892,Tue Jan 03 01:07:49 +0000 2017,0,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5893,Tue Jan 03 01:07:44 +0000 2017,0,0,Pacific Time (US & Canada),-0.6597,0.0,0.732,0.268,0,0,0,0,1,0,0
5894,Tue Jan 03 01:07:41 +0000 2017,2,0,,0.2732,0.08,0.92,0.0,1,0,0,0,0,0,0
5895,Tue Jan 03 01:07:39 +0000 2017,6,1,Central Time (US & Canada),0.7351,0.246,0.754,0.0,0,0,0,0,0,0,1
5896,Tue Jan 03 01:07:36 +0000 2017,0,0,Atlantic Time (Canada),-0.886,0.066,0.612,0.323,0,0,0,0,0,0,0
5897,Tue Jan 03 01:07:35 +0000 2017,18,0,Pacific Time (US & Canada),0.4585,0.136,0.864,0.0,0,0,0,0,0,0,1
5898,Tue Jan 03 01:07:25 +0000 2017,0,0,,0.5719,0.179,0.821,0.0,0,1,0,0,0,0,0
5899,Tue Jan 03 01:07:21 +0000 2017,1,0,UTC,0.7481,0.374,0.626,0.0,0,0,0,0,0,0,0
5900,Tue Jan 03 01:07:15 +0000 2017,32,1,,-0.4939,0.096,0.68,0.224,0,0,0,0,0,0,1
5901,Tue Jan 03 01:07:13 +0000 2017,1,0,Pacific Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5902,Tue Jan 03 01:07:09 +0000 2017,0,0,,-0.4576,0.105,0.677,0.218,0,0,0,0,1,0,0
5903,Tue Jan 03 01:07:09 +0000 2017,3,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5904,Tue Jan 03 01:07:07 +0000 2017,1,0,Eastern Time (US & Canada),-0.4019,0.0,0.803,0.197,1,0,0,0,0,0,0
5905,Tue Jan 03 01:07:07 +0000 2017,1,0,Eastern Time (US & Canada),-0.4019,0.0,0.803,0.197,1,0,0,0,0,0,0
5906,Tue Jan 03 01:07:07 +0000 2017,1,0,Casablanca,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5907,Tue Jan 03 01:07:06 +0000 2017,1,0,Eastern Time (US & Canada),-0.4019,0.0,0.816,0.184,1,0,0,0,0,0,0
5908,Tue Jan 03 01:07:02 +0000 2017,0,0,,0.7809,0.3,0.7,0.0,0,0,0,0,0,0,0
5909,Tue Jan 03 01:07:01 +0000 2017,1,0,Pacific Time (US & Canada),0.2263,0.112,0.888,0.0,0,0,0,0,0,0,0
5910,Tue Jan 03 01:07:00 +0000 2017,2,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5911,Tue Jan 03 01:06:59 +0000 2017,0,0,Eastern Time (US & Canada),0.4588,0.349,0.431,0.22,0,0,0,0,0,0,0
5912,Tue Jan 03 01:06:56 +0000 2017,0,0,Eastern Time (US & Canada),0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5913,Tue Jan 03 01:06:54 +0000 2017,3,0,Pacific Time (US & Canada),0.2732,0.104,0.896,0.0,0,0,0,0,0,0,0
5914,Tue Jan 03 01:06:53 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5915,Tue Jan 03 01:06:33 +0000 2017,1,0,Alaska,-0.7391,0.107,0.572,0.321,0,0,0,0,0,0,0
5916,Tue Jan 03 01:06:31 +0000 2017,17,0,Central Time (US & Canada),0.6003,0.224,0.684,0.092,0,0,0,0,0,0,1
5917,Tue Jan 03 01:06:29 +0000 2017,4,0,,-0.296,0.0,0.916,0.084,0,1,0,0,0,0,0
5918,Tue Jan 03 01:06:27 +0000 2017,10,0,Pacific Time (US & Canada),0.4404,0.42,0.58,0.0,0,0,0,0,0,0,1
5919,Tue Jan 03 01:06:26 +0000 2017,1,0,,0.4215,0.118,0.882,0.0,1,0,0,0,0,0,0
5920,Tue Jan 03 01:06:18 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5921,Tue Jan 03 01:06:17 +0000 2017,0,0,Eastern Time (US & Canada),0.4215,0.167,0.833,0.0,0,0,0,0,0,0,0
5922,Tue Jan 03 01:06:05 +0000 2017,12,1,Quito,-0.7003,0.0,0.655,0.345,0,0,0,0,0,0,1
5923,Tue Jan 03 01:06:00 +0000 2017,0,0,,-0.8049,0.083,0.595,0.322,0,0,0,0,0,0,0
5924,Tue Jan 03 01:05:59 +0000 2017,6,0,Atlantic Time (Canada),-0.1406,0.085,0.808,0.107,1,0,0,0,0,0,1
5925,Tue Jan 03 01:05:55 +0000 2017,0,0,Pacific Time (US & Canada),0.2263,0.241,0.759,0.0,0,0,0,0,0,0,0
5926,Tue Jan 03 01:05:53 +0000 2017,2,1,,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5927,Tue Jan 03 01:05:46 +0000 2017,0,0,,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
